app_name,review,date
Lookout - Assisted vision,Still it needs to be improved. Provided features are not accurate whatever can be expected from Google. Developer team needs to work hard. Developer team must read the reviews posted by people. So the mission can be succeed and expectations can be fulfilled. In the end of my review I would like to say that the concept is really pretty fine.,2022-03-05 03:36:23
Lookout - Assisted vision,Nice app... But kindly add automatic language detection feature intext or document mode and also add PDF reading support and colour recognition,2022-03-04 21:40:13
Lookout - Assisted vision,Perfect,2022-02-25 06:19:53
Lookout - Assisted vision,junk app it does not work it stuck all the time,2022-02-24 02:33:57
Lookout - Assisted vision,"Please add PDF and document share feature right now we can only share one photo with the app. Please add either auto- language detection feature or you can give multiple language selection feature right now we can select only one language. Kindly, add face save and recognise feature. Kindly, colobiration with your Google select to speak app and murge some features of yours app in the Google select to speak app. Please make web version of it for the desktop. Please improve OCR Capability.",2022-02-22 02:47:48
Lookout - Assisted vision,This app is very helpful for visually impaired people please include Tamil language support,2022-02-18 05:41:26
Lookout - Assisted vision,Please enable explorer mod and food mod,2022-02-14 19:14:34
Lookout - Assisted vision,Just curious will Google glass work with this app. I really want a headset that has a camera and speaker so I don't look like a creep videoing people with my phone. I could just put the phone in my pocket,2022-02-11 14:17:56
Lookout - Assisted vision,Very impressive. Could you add russian language?,2022-02-10 09:52:04
Lookout - Assisted vision,"It's awesome, could you please add persian language into it, many people are waiting for it.",2022-02-09 16:13:12
Lookout - Assisted vision,"awesome, I use it to sit in my window .when I'm waiting for my ride to come by and get me it tells me if there's a car pulling up, or a truck, or a motorcycle and even tells me when it's a dog ,cat ,person....I don't even have to get up and look out the window or anything, it just tells me... but I did notice it doesn't recognize certain parts of the human body specifically ,that would be fummy....",2022-02-06 02:07:55
Lookout - Assisted vision,Please add Kannada language kindly sir I will requested to you,2022-02-03 06:29:23
Lookout - Assisted vision,The option to change currency is not visible right now the currency is not recognise correctly please improve this area thank you,2022-01-31 05:08:57
Lookout - Assisted vision,"Could you make this with a reading impaired setting? Where you select the text you want it to read? Additionally, could you use the Google assistant voice? It's way better quality, and easier to understand.",2022-01-29 11:53:13
Lookout - Assisted vision,Can this app be used in Android tv with external camera? Or can it be casted to Android tv via app?,2022-01-26 19:57:34
Lookout - Assisted vision,Oh my god very amazing and accessible useful application for visually impaired community in the world I request to the Google team please include Nepali and other language and Nepali currency identify on this Google lookout and when we use explore mode it give us slow feedback on our Android improve this issue also and include Nepali country in the food mode also on this app and give update fast thanks,2022-01-26 00:43:24
Lookout - Assisted vision,"Needs a lot of work, more data and more advanced identifying and registering the previously identified objects, thank you!",2022-01-24 20:34:58
Lookout - Assisted vision,"This app is impressive. It would be very helpful to have a way to turn it off, as it tends to read off stuff like crazy when you don't want it to.",2022-01-21 14:20:33
Lookout - Assisted vision,Brilliant App. keep up the good work Google.,2022-01-05 14:57:58
Lookout - Assisted vision,Very good app,2022-01-04 02:28:11
Lookout - Assisted vision,"Would be great if it could also tell the colors especially if the color of the object is simple (e.g. a black chair) or if it is a clothing item. Or even having a separate mode just for colors. It s pretty impressive how many objects it can recognize but simple task as telling which color is this item is not implemented. It s a shame. My mum is blind, it would be great if she could use this app to help her pick her outfits.",2022-01-01 04:56:18
Lookout - Assisted vision,Pls give pdf saving option bicoss we dont need to use other scanners,2021-12-30 07:50:10
Lookout - Assisted vision,Steal need optimisation and improvements,2021-12-30 01:57:38
Lookout - Assisted vision,Just do not get hacked Google. I do not think I could bare it.,2021-12-26 23:20:59
Lookout - Assisted vision,Love it.,2021-12-14 19:10:39
Lookout - Assisted vision,Could be better. Teamgoogle... Nice work though.♥️,2021-12-14 10:40:24
Lookout - Assisted vision,Add Telugu language also.,2021-12-14 01:02:08
Lookout - Assisted vision,"The OCR feature of this a11y app works well but the other features that I tested all failed badly. It did not recognise two different sets of neat handwriting, the large product download failed and it did not recognise most of the objects in explore mode when trying to navigate my home. Although I understand why as much data is required for training as possible uploading such sensitive data to Google should be optional rather than forced.",2021-11-30 01:34:20
Lookout - Assisted vision,I'm trying to find out more about the NFL's do you have them to be watching the playlist for you to see if you have any other chance to get my leg right away from the last time I get home from work and I will be in touch with you soon young people who are interested in the America sports teams was good to hear from you about the future of the NFL's to get my email address is the best way to go to the last time I get home probably will be in touch with you soon young people who are interested in,2021-11-14 13:14:59
Lookout - Assisted vision,Currency is getting very slow in currency mode and is not getting accurate,2021-11-08 00:38:55
Lookout - Assisted vision,Please add Urdu language....will be obliged,2021-10-30 07:50:29
Lookout - Assisted vision,Waiting for support Mandarin language will be download in the future.,2021-10-29 01:36:06
Lookout - Assisted vision,Please try to add Tamil language please kindly try to add Tamil language in this application,2021-10-28 04:20:09
Lookout - Assisted vision,"Very useful app for visually impaired to identify currencies. Iam writing this review on behalf of my sister, thank you google for this app.Also please add Tamil language.",2021-10-24 06:13:42
Lookout - Assisted vision,Great app so far!,2021-10-22 18:34:21
Lookout - Assisted vision,Integrate this into lens plz,2021-10-22 14:24:06
Lookout - Assisted vision,This is one of the best app. I will really appreciate if the Nigerian currency can be added to the currency mode.,2021-10-19 21:07:04
Lookout - Assisted vision,We use this processor by a large number of Tamil speaking people. We request you to integrate Tamil language in this processor.,2021-10-18 00:28:54
Lookout - Assisted vision,Working good but doesn't have Tamil language. Kindly had Tamil language,2021-10-17 01:13:17
Lookout - Assisted vision,Good I want tamil language support If you give tamil service it will useful to Tamil blind peoples,2021-10-17 00:21:05
Lookout - Assisted vision,It's working faster and better than Lens,2021-10-16 23:31:00
Lookout - Assisted vision,Please update the language Tamil,2021-10-16 21:53:19
Lookout - Assisted vision,"Google, please tidy up all your Apps! This is unnecessary: There's Google Lens. Hangouts = Google Chat = Gmail = Google Meet... That's just confusing!",2021-10-14 11:48:22
Lookout - Assisted vision,So jelpful. Im legally blind and use it a lot.,2021-10-12 19:03:38
Lookout - Assisted vision,"What a pile of ...., just wasted about an hour of my life I won't get back. RUBBISH.",2021-10-07 04:53:07
Lookout - Assisted vision,Great app!!!,2021-09-21 01:30:21
Lookout - Assisted vision,Its good yet it doesn't have the accuracy,2021-09-20 05:23:38
Lookout - Assisted vision,Kindly add multiple page scan feature. Kindly add output save as text feature. Kindly add device photos and PDF reading feature.,2021-09-08 05:18:58
Lookout - Assisted vision,"I am not visually impaired but am having a lot of fun playing around with this app seeing what it says when it sees different objects. Some issues: sometimes the camera freezes and if you turn off camera view and turn it back on it resumes, other times if you delete the history of items scanned it resumes and sometimes none of that works and I have to close the app and start it again. I know it's in beta. Any idea when the next update will be?",2021-09-06 11:49:33
Lookout - Assisted vision,Works well but if you have your TTS set to another language it will play that language whenever you are on English in this app. Other languages will work normally when selected.,2021-08-28 20:27:20
Lookout - Assisted vision,This is comically bad. It literally indentifies 50% of things as a shoe. Anytime you so much as move the phone slightly it starts to read again. This is an embarrassing effort considering google knowledge and so far behind Seeing AI.,2021-08-28 09:10:34
Lookout - Assisted vision,"Very similar to the Microsoft's Seeing AI app (weirdly only available for iOS) but it's missing one feature, that's identifying people's faces. I really hope Google is looking to include this in the future.",2021-08-28 05:57:37
Lookout - Assisted vision,Forces users to share data with Google in order to use the app. UNACCEPTABLE. 1 star until fixed. No excuses from dev accepted.,2021-08-28 05:20:39
Lookout - Assisted vision,Unable to use app is unreadily available when I try to use it you can't use it so really it's not functional for me and I'm going to uninstall it What good is an app when you can't use it when you need it The app keep stopping The app keep stopping,2021-08-27 16:52:17
Lookout - Assisted vision,"Hello. I am a blind man from Kabul, Afghanistan. First of all, thank you for making this useful program. In addition, I ask you to add Persian or Dari language if possible. In our country, the number of people who speak Dari is almost 50% of the population of our country. But we have always been victims of sanctions against Iran. Because of Iran sanctions, Persian or Dari languages ​​are not included in services. But we Afghans have always been forgotten. We hope you are fair in this regard.",2021-08-26 22:08:20
Lookout - Assisted vision,I am giving this 4* because you cannot zoom the camera. That is the only down fall that I have experienced,2021-08-20 04:39:40
Lookout - Assisted vision,"Most options deserve 5 stars but the Documents option kills it. It is supposed to be a voice app yet the Documents option simply scans and OCRs the text but doesn't read it out. You have to use a separate screen reader app for that, which defeats the whole purpose. If one is silly enough to turn on the Accessibility/Screen Reader setting without realising what it does, it makes your phone unusable. The Text option can read out what it sees so why doesn't the Document option do so?",2021-08-18 05:04:02
Lookout - Assisted vision,Please add Tamil language support,2021-08-13 15:15:10
Lookout - Assisted vision,It's cool but there's a lot it doesn't capture.,2021-08-12 13:53:38
Lookout - Assisted vision,Need more improvements,2021-08-08 16:23:31
Lookout - Assisted vision,Looks a very useful app well done.,2021-08-05 06:35:36
Lookout - Assisted vision,It doesn't read the labels or pronounce the words correctly,2021-08-03 19:10:27
Lookout - Assisted vision,Very good app,2021-07-15 21:29:25
Lookout - Assisted vision,Good Morning Sir my name is Sagar Kumar Maharana from Odisha this application help for both low vision and sightless peoples but I will request you please include the PDF reader service in this application,2021-07-15 21:18:41
Lookout - Assisted vision,Thank you developers this app is very intelligent for blind persons,2021-07-12 04:47:40
Lookout - Assisted vision,I am so excited to see this app in Vivo phones I was waiting for a long time I can't express my happiness through words,2021-07-07 20:13:18
Lookout - Assisted vision,Very good app nearly as good as super sense I hope you plan to build this into Google glass then it could be a winner,2021-07-05 04:42:49
Lookout - Assisted vision,I hope all other blind & partially sighted users find this app as fantastic as I did. In my opinion this is the best innovation since the smartphone was introduced. Thank you to the developers & everyone involved in the creation of this wonderful software.,2021-07-04 23:35:38
Lookout - Assisted vision,It's good to all blind people users. Hi gugel. I'm so proud. But. Can you add picture mode. Please Thangs,2021-06-28 01:28:17
Lookout - Assisted vision,My friend was unsure about using this app so wanted me to test it for her it seems very good,2021-06-21 03:28:05
Lookout - Assisted vision,This is good app but i request you please add urdu language its my humble request sir,2021-06-08 00:56:44
Lookout - Assisted vision,Oh my god very amazing and accessible useful application for visually impaired community in the world I request to the Google team please include Nepali and other language and Nepali currency identify on this Google lookout and when we use explore mode it give us slow feedback on our Android improve this issue also and include Nepali country in the food mode also on this app and give update fast thanks,2021-05-28 19:51:00
Lookout - Assisted vision,Please marathi language add look out by Google,2021-05-26 00:50:10
Lookout - Assisted vision,It still needs a lot of improvements.,2021-05-19 16:30:19
Lookout - Assisted vision,Please include Nepali language as well a lot of people from Nepal are also using this application so adding Nepali language will help us to recognise the text more easily,2021-05-19 05:01:09
Lookout - Assisted vision,This application very useful for the blind. Please include Arabic and Urdu so that we can use it too. Thank you for your services.,2021-04-28 06:37:01
Lookout - Assisted vision,Very nice app,2021-04-27 03:09:42
Lookout - Assisted vision,its great app 😁👍,2021-04-27 01:54:57
Lookout - Assisted vision,"An amazing accessability tool from google, it is very nice app, Please give auto language detection in text moad. Thank you.",2021-04-26 06:18:01
Lookout - Assisted vision,"This application is marvelous. The only thing I am here is because I have two suggestions for you. And please release a pair of glasses like and vision glasses , the pair of Google glasses I bet that will be definitely for more better than the and vision. If you take the data from Google lens and used in the Google glasses that will be very nice. Every application like this and every tool like this user's data from Google to help If the Google officials only thing of releasing a pair of glasse",2021-04-21 08:56:04
Lookout - Assisted vision,Good but came be better.,2021-04-18 02:36:06
Lookout - Assisted vision,It's very slow and huge processing makes phone gets heated,2021-04-15 09:03:24
Lookout - Assisted vision,Great app,2021-04-12 01:23:24
Lookout - Assisted vision,Please Add auto language detection,2021-03-30 20:30:53
Lookout - Assisted vision,I love this app it's a good idea for handicapped people with learning disability that can't read,2021-03-29 09:48:56
Lookout - Assisted vision,This app is working very well language detection is very good this app offline reading accuracy is very good please more improvements and add Indian currency detection.,2021-03-29 09:47:08
Lookout - Assisted vision,"Please add Tamil. Some Indian languages like Tamil, telugu, malayalam and kannada is not available. And some other languages also not available. Please add these languages. This app was excellent! Thanks.",2021-03-29 05:49:23
Lookout - Assisted vision,Thanks Google I am from Pakistan the application is very very very helpful please please please please please add this Urdu please Urdu please please please,2021-03-24 21:31:19
Lookout - Assisted vision,It's not working I can't see anything with my camera,2021-03-24 03:00:46
Lookout - Assisted vision,"You created an app for those who can't see, but one has to have perfect vision to use the app. My sister, who has low vision, is handing me the app to tell her what the app is doing. Epic fail!!!",2021-03-10 12:50:38
Lookout - Assisted vision,Nice app. But Add Kannada language please. There are more than 2 lak kannada speaking visually impaireds. Kannada is oficial language .,2021-03-09 04:12:06
Lookout - Assisted vision,Add Kannada language please. There are more than 2 lak kannada speaking visually impaireds. Kannada is oficial language of karnataka.Add Kannada language please. There are more than 2 lak kannada speaking visually impaireds. Kannada is oficial language of karnataka.,2021-03-09 03:13:32
Lookout - Assisted vision,OCR is excellent. Thanks google accessibiliy team.,2021-03-09 01:48:34
Lookout - Assisted vision,Please add kannada language kannada is the most famous language in india.,2021-03-08 22:12:56
Lookout - Assisted vision,I like its work. I still feel there should be improvement. Also add nepali language,2021-03-01 21:11:18
Lookout - Assisted vision,Better than no app. I can set my camera by 1st downloading. 2nd smileying. 3rd preying. 4th stomping. 5th broadcasting. 6th sensorounding. 7th projecting. 8th scoring. 9th investing. 10th oppoprogressively. 11th dointerrogratingly. 12th wishinglyvanishingly.,2021-02-23 03:18:44
Lookout - Assisted vision,"Mostly, this app don't help people It's want us to learn the machines to improve google computers AI",2021-02-13 18:00:19
Lookout - Assisted vision,Big brother is watching...,2021-02-12 12:20:41
Lookout - Assisted vision,Very nice app but not read Hindi language kindly add hindi language,2021-02-02 18:56:42
Lookout - Assisted vision,Thank you Google for helping blind people,2021-02-01 01:53:20
Lookout - Assisted vision,Great app,2021-01-30 07:37:47
Lookout - Assisted vision,Ossom app. Missing indian currency recognizer and nepali text recognition.,2021-01-25 11:10:04
Lookout - Assisted vision,"Amazing idea concept in my eyes, no pun intended.",2021-01-13 18:21:16
Lookout - Assisted vision,Good for object detection app,2021-01-04 10:04:36
Lookout - Assisted vision,Advanced and powerful,2021-01-02 05:52:43
Lookout - Assisted vision,Very Nice... But Language Tamil Missing; Please Upgrade,2020-12-27 08:28:03
Lookout - Assisted vision,It cannot read cursive writting.and something written with pen,2020-12-12 21:15:25
Lookout - Assisted vision,"Couldn't start camera, just shows the every first snap when I opened the app. Camera worked when opened history and went back. Still didn't show any data in Explore.",2020-12-12 08:08:50
Lookout - Assisted vision,Kinda neat. Needs a bit of work yet. ...beta program? 😀,2020-11-28 07:10:27
Lookout - Assisted vision,It's very good but I hope to see more features example and document scan not only text scam,2020-11-14 21:30:58
Lookout - Assisted vision,Very Very useful app,2020-11-13 19:50:27
Lookout - Assisted vision,Exceeded expectations. Provides text info and reading very well even if at distance or when not completely legible. Only the very odd object may get a false reading and most are humorous at worst.,2020-11-01 08:00:14
Lookout - Assisted vision,Wonderful app,2020-10-24 06:47:22
Lookout - Assisted vision,"Great app. I'm not visually impaired, just tried this if it works. There are times it won't recognize the object in front, like the door or a bureau",2020-10-23 00:09:53
Lookout - Assisted vision,It is a good initiative but needs some updation regarding reading speed & focus on the content. It reads too fast that it is unable to understand.,2020-10-15 00:36:36
Lookout - Assisted vision,Add gallery reading option to it.,2020-10-14 05:41:07
Lookout - Assisted vision,"Superb App, I don't think this type of App available in playstore. 🌞🌞🌞🌞🌞",2020-10-13 21:45:42
Lookout - Assisted vision,It's Amazing❤,2020-10-09 01:07:33
Lookout - Assisted vision,"I usually find these kind of apps not very practical. But Google Lookout is really something else. I especially love how it guides you to take an image of a document. Doesn't matter how good of an OCR an app is, if a blind person isn't able to take a good image of the text, the app is useless. But Google Lookout has solved this problem beautifully. I hope you'll add more languages to the app and provide the feature to share the image we take in the Read Document section with other apps. Thank you very much for all your efforts.",2020-10-05 21:40:41
Lookout - Assisted vision,Good app. Accuracy level is amazing. Please add indian currency recognition .,2020-09-23 21:57:14
Lookout - Assisted vision,Google allows fake ratings and reviews one star be better Google,2020-09-22 09:18:54
Lookout - Assisted vision,It's ok,2020-09-20 17:54:38
Lookout - Assisted vision,This is a really awesome app,2020-09-19 15:48:28
Lookout - Assisted vision,Fantastic app for visually impaired people,2020-09-19 07:32:26
Lookout - Assisted vision,"Hi Google lookout teem! I love this app. I'm a blind student, and this app is helping me in my studies. I have checked all the features of the app. I request you to add the Urdu language for reading my Urdu books or any document written in Urdu language. I'll be very grateful to you.",2020-09-19 07:01:08
Lookout - Assisted vision,Please enhance UI,2020-09-17 11:38:26
Lookout - Assisted vision,Merge this app with google lens It not reading regional language Accuracy of things must be imporove,2020-09-16 01:29:05
Lookout - Assisted vision,I believe this is MVA (Most Valuable App)!!!! Great job Google!!! Developers A++++,2020-09-10 12:21:27
Lookout - Assisted vision,"Such a great app for visually impaired community, but I request you to kindly add some essential features. 1. please add Indian regional languages such as Hindi, Marathi, Gujarati etc in the document scanner feature. 2. please add image to ocr and PDF to ocr feature. 3. Add Indian currency In currency feature. I hope these features will be added soon. Thank you so much",2020-09-05 02:46:40
Lookout - Assisted vision,Cool,2020-09-03 18:30:36
Lookout - Assisted vision,Dear Google team first of all thank you for introducing the helpful application for visually impaired people secondly I would like to say a look out by Google is not installing in my device because I am using Samsung Galaxy j7 Android version 9 my device is 32 bit many people are using 32 bit devices please make possible for 32-bit devices add more international languages like Urdu Hindi,2020-09-03 11:05:39
Lookout - Assisted vision,Does the job,2020-09-02 15:04:47
Lookout - Assisted vision,"Works very nicely, but, one additional bit of functionality that would be very nice to have on offer would be to have it available under the share/open with options when sharing images from other software",2020-09-01 23:12:47
Lookout - Assisted vision,"Google your application is very good, we also add Hindi language to it for the visually impaired, because we also use this app from India, if you insist on Hindi language in it, then it will be very useful for us, this application made by you With folded hands, you request that you add Hindi language as soon as possible.",2020-09-01 22:54:11
Lookout - Assisted vision,"Google your application is very good, we also add Hindi language to it for the visually impaired, because we also use this app from India, if you insist on Hindi language in it, then it will be very useful for us, this application made by you With folded hands, you request that you add Hindi language as soon as possible.",2020-09-01 22:00:19
Lookout - Assisted vision,Best software. All doc scan love it,2020-09-01 21:34:46
Lookout - Assisted vision,"This is such a nice app for the visually impaired community. I request you to kindly add more International and regional languages as well. such as Hindi, Urdu, Gujarati, Marathi, Punjabi etc. and improve the accuracy of food label feature",2020-08-29 23:18:11
Lookout - Assisted vision,"I really liked this app after installing it and using it - if Google adds Urdu language to it and improves the Explore and Food feature, it will be a very good thing -I will highly recommend this app to install",2020-08-29 18:03:33
Lookout - Assisted vision,Like it i have low Vision but has so bugs,2020-08-22 20:41:36
Lookout - Assisted vision,"App works great, wish you had left the earcons in place though.",2020-08-22 19:17:28
Lookout - Assisted vision,This application is not able to read Marathi and Hindi,2020-08-21 21:01:58
Lookout - Assisted vision,Worst document scanning do not support Indian languages,2020-08-20 05:23:06
Lookout - Assisted vision,Cooll,2020-08-16 21:18:41
Lookout - Assisted vision,Very nice app. Pleaze add external image selection sharing option it will make the app more robust.,2020-08-15 20:08:18
Lookout - Assisted vision,Food allergies would be useful.,2020-08-14 14:18:49
Lookout - Assisted vision,Such a great app. If you are in a hurry just do a quick scan and listen the whole page while moving. Usage can be many with this app.. if the app can be integrated in our products through its going to be amazing,2020-08-13 22:17:34
Lookout - Assisted vision,I'm not blind but if I was with this I'd be walking into everything and thinking in surrounded by people when no one is around lol.,2020-08-13 14:07:03
Lookout - Assisted vision,Please bring OCR which will support many languages including hindi in the reading mode. Also kindly bring a feature to read pdf files in multiple languages. More importantly I wish to scan multiple pages and convert them all into single file.,2020-08-13 02:48:18
Lookout - Assisted vision,"Being extremely near sighted reading small print especially shopping or product manuals not easy, have or had to remove glasses each time. This app is flat out amazing👍It reads the tiniest print, hand written notes, everything tried so far. Could not be happier with results 😀",2020-08-12 08:12:12
Lookout - Assisted vision,this is very good app but Indian currency e does not supported,2020-08-12 07:13:55
Lookout - Assisted vision,Very handy for people with low vision. It can read almost any text. Not all languages are supported yet though.,2020-08-11 18:33:50
Lookout - Assisted vision,"Great app. Recognizes labels almost instantly, fantastic text recognition, and it recognizes currency quicker than any app I've used. I massively recommend this app for anyone who is blind or has vision loss.",2020-08-10 18:23:35
Lookout - Assisted vision,"I have been using this app for a while now, and I love what It does. Reading denominations on money is great. Reading the tiny print they use in product manuals (pamphlets) is impossible these days, so I usually take a picture and then blow it up so I can read it. This app has put an end to that. I are hold it up for a second, and it starts reading. You don't even have to keep it on the page once it starts reading My problem, the explore mode won't shut up. I can't find the setting for slow",2020-06-30 19:09:53
Lookout - Assisted vision,"I love this app! I wish that it was available on iOS. I personally prefer Lookout over Seeing AI, hands-down!",2020-05-16 22:41:13
Lookout - Assisted vision,App never recognizes anything properly. Recognizes a vacuum cleaner with a towel on it as a person. Recognized the TV and thought it was a person even with it off. Recognized the ceiling in my bedroom as ceiling in the kitchen. Thought a bottle of cleaning product was a bottle of wine... Dangerous! Should allow users to take pictures and label things in their personal environment for better identification at home etc.,2020-05-04 15:36:12
Lookout - Assisted vision,Thank you,2020-05-02 21:17:06
Lookout - Assisted vision,Cool,2020-01-31 10:23:01
Lookout - Assisted vision,Thanks for making this app. I will be sharing with people who could use it. 🙂,2020-01-25 09:54:26
Lookout - Assisted vision,Very helpful!,2019-11-27 16:59:18
Lookout - Assisted vision,"I have had a problem with the app opening on my phone for 2 weeks now. The app crashes, and I keep sending feedback...is anyone else having this problem? I have already reinstaled, it didnt help. Thanks.",2019-08-26 00:29:57
Lookout - Assisted vision,please add a toggle for flash light within the app. sometimes situations do not have good light or no light at all and adding this toggle would help ensure that text could still be red despite lighting conditions.,2019-08-13 01:07:19
Lookout - Assisted vision,It's an amazing app buddy needs more languages and needs improvements to recognize more objects in also needs the translation mode sees there a lot of things great and in different languages and sometimes we don't have the possibility to get the translation so I think there would be much better if there was a translation load though it be more beneficial to everybody,2019-05-24 13:45:25
Lookout - Assisted vision,"I have just recently installed this app on my Samsung Galaxy s9. however, so far, this app is extremely good, and very accurate! I would say about 90 to 95percent accurate identifying room objects around. however, it is important to remember that environmental lighting in the room or environment where you are is important for this app. if the camera cannot pick it up well, or does not have good lighting, accuracy will decrease.",2019-05-18 09:02:58
Lookout - Assisted vision,I love using the product it helps with the visually impaired people like myself I find it very helpful for everyday tasks,2019-05-17 20:04:19
Lookout - Assisted vision,The app is very basic. i would like if the app would highlight the object when it makes a determination.,2019-03-18 09:55:53
Lookout - Assisted vision,"Quick read mode is amazing. Point it at a book or sign and it reads it out loud. Explore mode is not as accurate and a little slow, but still a remarkable technology. It seems that the screen has to remain on, which might harm battery life during daily use. Overall, this is a fantastic start to a new app.",2019-03-13 09:10:46
Lookout - Assisted vision,Amazing tech - point it at a page of a book in quick read mode and it reads it aloud. Text-to-speech model needs updating - still pretty robotic compared to other Google products,2019-03-13 07:15:33
NaviLens,Won't scan qr code,2024-12-17 15:19:10
NaviLens,"Shows current stop, no updates and keeps camera active for some reason? I don't see the point of this app",2024-12-06 15:36:23
NaviLens,Is a good app but if Can change to chinese will be better,2024-11-27 20:39:34
NaviLens,"I didn't expect it to be good - it's related to public transport, after all. Even with rock bottom expectations - I didn't foresee the ""no information available"" message when scanning the sticker on the tram. It really could have delivered anything and I'd have understood that it's just typically poorly designed. Not delivering anything at all is next level though. Well done VicGov - you've outdone yourself in choosing a useless app and a waste of money.",2024-11-13 02:41:24
NaviLens,"This seems clever, but it's not. The barcode contains no information - it's just a reference to a database. Companies pay to have their information in there. There are plenty of free barcode standards that can encode information in the code itself. There have been numerous attempts to monetise 2D barcodes and this is yet another. QR codes are free and can hold up to 4K of info with no need for a monetised database or online access. This will be dead within a few years.",2024-09-19 13:31:38
NaviLens,the camera only sometimes turns on after restarting the app,2024-08-28 02:11:49
NaviLens,This app seems really cool. I just wish that I could get the labels printed out on stickers so I would not need to have a sighted person cut the labels out for me. I would probably give all 5 stars if more companies would use this on their packaging.,2024-08-24 12:39:31
NaviLens,"It works really well, the detection speed is very fast and detection range is moderate. I'd like to have a setting to change the language of the speech instead of using the system language.",2024-06-05 04:27:33
NaviLens,It is very nice App and it helps bilnd to find,2024-05-29 04:23:55
NaviLens,"I don't have a visual impairment but was curious about what the colourful QR code on a box of cereal was so I googled it, read about NaviLens and then spent several minutes testing it out. I can imagine this is a game changer for visually impaired shoppers, so well done the NaviLens developers, and well done to the brands getting on board.",2024-05-06 02:16:44
NaviLens,What is the point of this app?,2024-04-22 23:59:40
NaviLens,Literally eye opening for sighted and blind.,2024-04-06 08:04:49
NaviLens,"It's great. Tells you what's in your eats! Can't always read the packages, anymore!",2023-10-28 06:43:17
NaviLens,When the talkback is on in my phone the application's voice is turned off. Talkback doesn't even tell what information is in the code. Even the haptic feedback of the phone is turned off. The application works normally after I turn off talkback. I am using this application from last 2 days. I am facing a lot of difficulties in scanning the codes. I request the development team to please improve the app as soon as possible. Mobile phone: Motorola Moto g82 5G Android version: 12,2023-08-05 09:07:41
NaviLens,Wow it is good to use.,2023-07-25 04:15:20
NaviLens,Might be a good app if it worked. Uninstalled as worthless. Stick to cereal.,2023-04-01 10:09:59
NaviLens,Last update removed the 360 mode button!,2023-03-31 17:45:14
NaviLens,"Neosistec, in a review on here you replied to user Philip Pearn saying ""NaviLens is for blind users"". This contradicts the NaviLens About page which states ""This makes them useful for *blind ""and"" low vision people*. All you need to do is to point the camera of the device to a tag in order to quickly read its contents. So who is wrong? you or the information on the app About page?",2022-10-02 05:15:42
NaviLens,"Very very clever app, I hope it catches on",2022-07-11 00:26:10
NaviLens,"Amazing! Saw the tag on a packet of Kellogs and was intrigued. This app scans around for these tags and will point you in the direction of what you're looking for, read the information off of what has been entered. Life changing for visually impaired.",2022-05-25 01:11:26
NaviLens,Scanning is very accur as te and quick! Very interesting. Needs internet connection to read the data.,2022-05-24 00:37:00
NaviLens,Not a good App,2022-05-10 23:57:46
NaviLens,Very cool for VI students,2022-04-05 05:56:17
NaviLens,New but willing to learn this app. I like the colors and I really think hearing the directions will absolutely help myself when navigating through my areas.,2021-10-21 11:45:10
NaviLens,Not easy to use,2021-06-06 16:50:59
NaviLens,"Good app, but really hard to aim the phone camera at the code as there is no indication on the screen showing what your camera is pointed at. K am SSI but do o have some central vision.",2020-10-23 09:04:26
NaviLens,I enjoy this app. As a visually impaired person this helps me out a ton! I use this app at school and it is very useful in helping me get around.,2020-01-17 10:11:38
NaviLens,This app is stupid app I found,2020-01-17 10:10:36
OneStep Reader,"it's an absolute disgrace that they are asking over a €100 for an app like this. The only reason they can ask this amount is because in some European countries the government might give financial support to people with a visual disability. For the unlucky people who don't get this financial support, spending €100 on an app like this is basically unjustifiable and why would you, if you can't even get a trail to see if it actually works, supports your language and fulfills your expectations...",2025-03-26 06:32:29
OneStep Reader,"Speaks gibberish, runs words together",2025-02-03 10:01:26
OneStep Reader,"I'm fine paying for an app, but don't let me download it and then have the only thing available be ""purchase the full version for $99""",2024-07-24 08:33:44
OneStep Reader,This application does not support Arabic language and they denied refunding me,2024-07-21 09:45:25
OneStep Reader,"I couldn't figure out how to use it at all. I couldn't open the manual, no buttons responded so I have no idea how it's meant to work since you can't access instructions. I'm certainly not going to pay $150 for something I can't even try.",2024-03-12 01:13:19
OneStep Reader,It doesn't seem to work unless you pay $100! I'm severely visually impaired and the app doesn't seem to work and if so it's so confusing I can't seem to get it to work. Nor do I have $100 to put towards an app. Definitely uninstalling.,2023-08-04 11:36:15
OneStep Reader,I didn't read the reviews warning this is a scam but it is. If your product was good you wouldn't hide behind a paywall every single feature. That's not just shady but it's dumb. Not shockingly this app shared results in my googling with the also terrible Speechify,2023-04-08 10:32:16
OneStep Reader,"99 quid before you try it, no thanks.",2023-02-18 10:46:56
OneStep Reader,Costs £100 but won't let me try it first. No thanks.,2022-12-29 08:28:11
OneStep Reader,"My experience is it's highly expensive, otherwise the past couple times that I have tried to use it, it has been okay. It recognized text. Although it's very finicky with distance between the phone camera and the text on the paper. I can get the same functionality out of competitor apps for either a cheaper price, or for free.",2022-08-11 17:08:04
OneStep Reader,You cannot even try it before it asks for money.,2022-07-24 04:31:10
OneStep Reader,One of the worst app. Playstore should be checking apps before placing on site. I just wasted a lot of data for nothing. I can't even access the app before asking for payment of a huge some of money. That's nonsense,2022-06-18 02:05:32
